REF_AREA,REF_AREA_LABEL,TIME_PERIOD,time_date,STRATUM,STRATUM_LABEL,WB_BPS_ARREARS,WB_BPS_CHANGE_SALES,WB_BPS_DROPSALES,WB_BPS_EXPECTATIONS_SALES,WB_BPS_PLANTS_ABSENCE,WB_BPS_PLANTS_FIRED,WB_BPS_PLANTS_HOURS_CUT,WB_BPS_PLANTS_WAGES_CUT,WB_BPS_REMOTE_WORKERS,WB_BPS_USE_DIGITAL,WB_BPS_ACCESS,WB_BPS_ONLINE_SALES,WB_BPS_RCV_POLICY,WB_BPS_ORDERS_CANCEL,WB_BPS_STOP_SELL,WB_BPS_PROTOCOL_1,WB_BPS_PROTOCOL_2,WB_BPS_PROTOCOL_3,WB_BPS_PROTOCOL_4,WB_BPS_PROTOCOL_5,protocols_mean,ACI,change_sales_stress,CSI,ACI_l1,support_l1
AFG,Afghanistan,2020-06,2020-06-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,64.71,-66.25,87.5,-17.36,47.06,38.24,20.59,11.76,0.91,61.76,,,,,,,,,,,,-0.0516965725494402,66.25,0.843565649295234,,
AFG,Afghanistan,2020-06,2020-06-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,67.61,-69.5,91.04,-24.99,64.79,45.07,15.49,12.68,2.37,40.85,0.7,24.53,0.7,,,,,,,,,-0.172283880089822,69.5,1.11173588150035,,
ARG,Argentina,2021-06,2021-06-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,22.27,7.55,38.66,7.14,14.49,1.66,12.7,4.8,1.87,40.81,52.38,13.82,29.605,29.77,34.01,,,,,,,-0.427629977504261,-7.55,-0.976582997358931,,
ARG,Argentina,2021-06,2021-06-01,WB_BPS_SECTOR_OS,Sector: Other Services,15.62,-7.32,45.84,6.88,15.72,1.96,7.38,6.17,25.21,57.25,41.06,24.17,20.735,10.31,28.87,,,,,,,0.981335160188938,7.32,-1.05007560497607,,
ARG,Argentina,2021-06,2021-06-01,WB_BPS_SECTOR_RET,Sector: Retail,16.65,-12.91,55.8,7.2,12.19,1.07,12.89,5.12,4.55,68.88,41.76,19.49,18.69,27.08,18.47,,,,,,,0.236442196041863,12.91,-0.94187959576892,,
BEN,Benin,2021-06,2021-06-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,,-11.74,41.46,,3.76,2.83,6.6,6.13,3.57,33.33,4.65,,1.862,,,,,,,,,-0.551053886357598,11.74,-1.16641094704118,,
BEN,Benin,2021-06,2021-06-01,WB_BPS_SECTOR_OS,Sector: Other Services,,-4.45,28.76,,10.86,5.73,4.79,3.19,5.05,56.19,5.71,,2.295,,,,,,,,,0.0663752069602095,4.45,-1.28439358093012,,
BEN,Benin,2021-06,2021-06-01,WB_BPS_SECTOR_RET,Sector: Retail,,-5.68,31.88,,8.87,5.32,6.03,4.26,1.75,40,1.76,,0.562,,,,,,,,,-0.505250064315327,5.68,-1.24810582731018,,
BFA,Burkina Faso,2020-10,2020-10-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,38.17,,,,8.57,8.53,13.12,3.49,,,8.22,,4.58,,,,,,,,,,,-0.696290913594211,,
BFA,Burkina Faso,2020-10,2020-10-01,WB_BPS_SECTOR_OS,Sector: Other Services,29.24,-32.6,78.21,,10.15,6.22,15.33,12.78,4.02,41.34,13.61,8.22,3.362,,,,,,,,,-0.456729951959908,32.6,-0.447302937930147,,
BFA,Burkina Faso,2020-10,2020-10-01,WB_BPS_SECTOR_RET,Sector: Retail,22.36,-33.95,83.66,,2.19,1.92,11.83,5.76,2.84,26.89,12.95,4.55,3.8475,,,,,,,,,-0.807115361674657,33.95,-0.649489896999216,,
BGD,Bangladesh,2020-06,2020-06-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,,-41.85,87.84,,32.47,20.78,25.97,22.08,5.45,7.69,3.9,,1.95,,,,,,,,,-1.03236818309395,41.85,0.364016034739082,,
BGD,Bangladesh,2021-07,2021-07-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,40.85,-24.43,56.09,6.47,,6.01,,,,6.4,12.14,,3.75,9.4,,,,,,,,,24.43,-0.678791490412024,-1.03236818309395,3.9
BGD,Bangladesh,2020-06,2020-06-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,88.98,-72.44,96.88,,52.86,23.79,54.19,42.73,18.23,20.9,2.64,,0.733333333333333,,,,,,,,,0.035870190089604,72.44,1.53039630941667,,
BGD,Bangladesh,2021-07,2021-07-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,53.46,-45.93,82.42,0.74,,14.49,,,9.91,11.04,7.14,,1.12,26.75,51.03,,,,,,,-0.688737488744877,45.93,0.38476924293914,0.035870190089604,2.64
BGD,Bangladesh,2020-06,2020-06-01,WB_BPS_SECTOR_OS,Sector: Other Services,,-62.73,97.48,,25.21,11.76,72.27,56.3,,,,,,,,,,,,,,,62.73,1.19021125138854,,
BGD,Bangladesh,2021-07,2021-07-01,WB_BPS_SECTOR_OS,Sector: Other Services,70.6,-40.13,82.71,3.92,,8.39,,,14.92,11.72,3.66,,1.63,21.29,,,,,,,,-0.37409434111495,40.13,0.242456712234761,,
BGD,Bangladesh,2020-06,2020-06-01,WB_BPS_SECTOR_RET,Sector: Retail,,-47.4,96.1,,12.99,9.09,80.52,33.77,,,,,,,,,,,,,,,47.4,0.716317707450584,,
BGD,Bangladesh,2021-07,2021-07-01,WB_BPS_SECTOR_RET,Sector: Retail,59.2,-31.67,72.8,-0.52,,9.35,,,,,0.22,,0.22,14.2,,,,,,,,,31.67,-0.129198039473722,,
BGR,Bulgaria,2020-11,2020-11-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,24,,,,25.45,26.91,10.91,14.55,,,33.45,,6.545,,,,,,,,,,,-0.219382575598467,,
BGR,Bulgaria,2021-05,2021-05-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,15.36,-7.3,25,,,16.61,,,,,30.41,,,9.81,,,,,,,,,7.3,-1.26658516130112,,33.45
BGR,Bulgaria,2020-05,2020-05-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,25.47,-34,75.82,-6.45,58.13,34.15,19.92,24.8,1.95,17.67,12.2,15.09,2.522,,,,,,,,,-0.753674520912733,34,0.379064347431005,,
BGR,Bulgaria,2020-11,2020-11-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,31,-21.76,63.43,-14.93,40.5,25.34,9.5,11.46,3.22,32.58,27.51,7.62,6.125,,,92.47,34.52,59.95,36.56,23.25,49.35,-0.385505152809142,21.76,-0.211672239355841,-0.753674520912733,12.2
BGR,Bulgaria,2021-05,2021-05-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,9.1,-13.36,52.66,3.68,,32.65,,,3.06,35.53,39.84,12.32,,13.14,35.54,,,,,,,-0.494665493783455,13.36,-0.594770692489934,-0.385505152809142,27.51
BGR,Bulgaria,2020-05,2020-05-01,WB_BPS_SECTOR_OS,Sector: Other Services,28.17,-42.32,74.71,-13.19,41.93,30.04,17.94,17.49,16.23,34.83,8.3,20.55,2.018,,,,,,,,,0.198821601177308,42.32,0.194291638022827,,
BGR,Bulgaria,2020-11,2020-11-01,WB_BPS_SECTOR_OS,Sector: Other Services,24.24,-29.18,61.11,-21.91,27.45,15.83,9.97,7.54,15.07,45.42,22.36,22.02,4.442,,,84.05,27.27,55.63,33.24,29.94,46.026,0.290573940515018,29.18,-0.472770840578793,0.198821601177308,8.3
BGR,Bulgaria,2021-05,2021-05-01,WB_BPS_SECTOR_OS,Sector: Other Services,10.23,-24.02,50.5,4.48,,14.38,,,14.62,45.36,27.47,14.47,,10.76,39.91,,,,,,,0.163955696329449,24.02,-0.73709456387009,0.290573940515018,22.36
BGR,Bulgaria,2020-05,2020-05-01,WB_BPS_SECTOR_RET,Sector: Retail,29.55,-36.99,77.78,-9.87,39.45,23.5,29.36,18.89,9.27,31.39,9.17,14.6,1.654,,,,,,,,,-0.261557575357883,36.99,0.181471964131525,,
BGR,Bulgaria,2020-11,2020-11-01,WB_BPS_SECTOR_RET,Sector: Retail,25.57,-27.69,72.29,-21.79,24.58,11.22,15.03,8.11,11.26,38.61,26.23,11.01,5.8225,,,79.58,31.69,57.77,40.17,29.77,47.796,-0.0495032042459252,27.69,-0.426934428556561,-0.261557575357883,9.17
BGR,Bulgaria,2021-05,2021-05-01,WB_BPS_SECTOR_RET,Sector: Retail,13.34,-20.98,62.87,7.1,,4.69,,,8.14,48.08,29.5,11.96,,22.28,,,,,,,,-0.106846628616936,20.98,-0.803813753589575,-0.0495032042459252,26.23
BRA,Brazil,2020-06,2020-06-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,,-47.79,82.64,,,45.72,41.26,29.48,6.27,75.87,28.68,,5.815,,,,,,,,,0.5946862963328,47.79,1.0463900279125,,
BRA,Brazil,2020-12,2020-12-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,39.06,-10.42,50.61,,8.22,8.83,28.52,13.39,1.82,83.88,,45.6,,,,,,,,,,0.931846698834997,10.42,-0.64134848375244,0.5946862963328,28.68
BRA,Brazil,2020-06,2020-06-01,WB_BPS_SECTOR_OS,Sector: Other Services,,-57.28,87.43,,,40.93,42.81,31.62,8.98,67,25.16,,5.525,,,,,,,,,0.551058676219738,57.28,1.16053682033054,,
BRA,Brazil,2020-12,2020-12-01,WB_BPS_SECTOR_OS,Sector: Other Services,47.28,-27.7,63.81,,10.05,12.45,30.18,13.83,4.5,82.57,,31.3,,,,,,,,,,0.704666176348163,27.7,-0.275436043907615,0.551058676219738,25.16
BRA,Brazil,2020-06,2020-06-01,WB_BPS_SECTOR_RET,Sector: Retail,,-43.35,84.61,,,34.71,38.99,23.98,3.8,72.98,24.39,,5.325,,,,,,,,,0.38042915421024,43.35,0.739609374198502,,
BRA,Brazil,2020-12,2020-12-01,WB_BPS_SECTOR_RET,Sector: Retail,38.02,-16.96,59.43,,7.91,11.25,18.52,9.46,2.73,88.79,,31.72,,,,,,,,,,0.739456283218816,16.96,-0.611490263677384,0.38042915421024,24.39
CHL,Chile,2021-07,2021-07-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,14.89,-2.55,38.27,16,48.12,21.29,36.57,22.17,13.64,65.96,53.5,39.64,22.9525,40.61,,,,,,,,0.994767251438921,2.55,-0.232197023094325,,
CHL,Chile,2021-07,2021-07-01,WB_BPS_SECTOR_OS,Sector: Other Services,19.91,-21.1,59.1,16.8,52.62,23.93,40.58,33.39,27.09,69.6,47.84,40.67,22.155,26.84,33.52,,,,,,,1.60848504307326,21.1,0.0823591478631196,,
CHL,Chile,2021-07,2021-07-01,WB_BPS_SECTOR_RET,Sector: Retail,18.59,-2.88,42.94,10.42,50.68,25.29,43.73,27.67,12.98,73.18,49.52,39.47,22.2875,41.14,35.83,,,,,,,1.07620068679619,2.88,-0.047476750470351,,
CIV,Cote d'Ivoire,2020-04,2020-04-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,,-40.98,91.76,,36.92,,44.84,25.98,,,,,,,,,,,,,,,40.98,0.677318527277186,,
CIV,Cote d'Ivoire,2020-04,2020-04-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,,-72.06,97.04,,43.5,5.46,58.15,19.02,,,,,,,,,,,,,,,72.06,0.831378596116212,,
CIV,Cote d'Ivoire,2020-04,2020-04-01,WB_BPS_SECTOR_OS,Sector: Other Services,,-70.46,96.92,,55.09,1.98,53.48,42.31,,,,,,,,,,,,,,,70.46,1.08599479014351,,
CIV,Cote d'Ivoire,2020-04,2020-04-01,WB_BPS_SECTOR_RET,Sector: Retail,,-62.32,90.66,,25.17,1.3,50.85,24.76,,,,,,,,,,,,,,,62.32,0.461838063095506,,
DZA,Algeria,2020-08,2020-08-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,,-43.5,72.55,,62.99,19.06,28.35,17.3,1.44,50.06,4.81,13.99,0.945,,,,,,,,,-0.29826816650304,43.5,0.467721906351741,,
DZA,Algeria,2020-08,2020-08-01,WB_BPS_SECTOR_OS,Sector: Other Services,,-53.54,86.53,,57.05,23.87,35.23,16.97,8.87,67.96,8.17,24.85,1.175,,,,,,,,,0.511600904781732,53.54,0.747842942051365,,
GAB,Gabon,2020-05,2020-05-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,,-33.31,88.89,,,21.62,67.57,37.84,,,,,,,,,,,,,,,33.31,0.916833296434172,,
GAB,Gabon,2020-05,2020-05-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,76,-37,88.14,,,33.33,74.6,38.1,,58.49,21.43,,5.9525,,,,,,,,,,37,1.29115847109572,,
GAB,Gabon,2020-05,2020-05-01,WB_BPS_SECTOR_OS,Sector: Other Services,70.09,-39.86,85.07,,,20.53,70.53,38.22,,51.75,10.67,,6.79,,,,,,,,,,39.86,1.02632691063076,,
GAB,Gabon,2020-05,2020-05-01,WB_BPS_SECTOR_RET,Sector: Retail,60.42,-42.48,91.76,,,20.25,70.89,32.91,,43.64,22.22,,10.7125,,,,,,,,,,42.48,0.9697265461908,,
GHA,Ghana,2020-06,2020-06-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,,-34.88,77.07,,36.11,8.21,35.21,39.93,0.58,12.26,13.83,65.87,6.64333333333333,,,,,,,,,0.221822789645601,34.88,0.329942111479225,,
GHA,Ghana,2020-09,2020-09-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,,-44.36,82.77,,7.85,4.26,5.98,17.97,,10.73,22.66,,3.545,,,,,,,,,,44.36,-0.328050344975256,0.221822789645601,13.83
GHA,Ghana,2020-06,2020-06-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,,-49.69,88.04,,18.98,4.12,35.86,44.2,0.65,10.94,2.19,2.79,0.63,,,,,,,,,-1.17893811447628,49.69,0.394962194450681,,
GHA,Ghana,2020-09,2020-09-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,,-49.87,90.36,,7.12,0.77,33.91,36.52,,17.98,15.35,,3.735,,,,,,,,,,49.87,0.161778027667838,-1.17893811447628,2.19
GHA,Ghana,2020-06,2020-06-01,WB_BPS_SECTOR_OS,Sector: Other Services,,-46.8,88.26,,16.1,3.91,33.98,37.45,3.12,21.39,4.15,4.88,0.8325,,,,,,,,,-0.873613255291843,46.8,0.253549514733212,,
GHA,Ghana,2020-09,2020-09-01,WB_BPS_SECTOR_OS,Sector: Other Services,,-40.9,85.56,,3.24,1.1,14.09,23.41,,28.78,9.14,,1.258,,,,,,,,,,40.9,-0.29598423025615,-0.873613255291843,4.15
GHA,Ghana,2020-06,2020-06-01,WB_BPS_SECTOR_RET,Sector: Retail,,-45.32,89.05,,11.53,2.78,25.83,35.22,0.31,10.63,2.09,1.08,0.593333333333333,,,,,,,,,-1.23474071953239,45.32,0.0982764639786688,,
GHA,Ghana,2020-09,2020-09-01,WB_BPS_SECTOR_RET,Sector: Retail,,-38.75,82.26,,3.42,0.46,22.14,32.24,,20.79,11.17,,2.71,,,,,,,,,,38.75,-0.190646423754896,-1.23474071953239,2.09
HRV,Croatia,2021-05,2021-05-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,21.43,1.31,36.9,6.62,16.67,29.76,11.9,11.9,,47.3,73.81,25.59,29.465,14.29,,,,,,,,0.286754081471904,-1.31,-0.766475296837798,,
HRV,Croatia,2021-05,2021-05-01,WB_BPS_SECTOR_OS,Sector: Other Services,33.33,-17.19,52.38,5.73,11.46,19.1,10.76,17.36,,58.44,69.1,28.65,27.6025,15.79,,,,,,,,0.645253165455693,17.19,-0.566529721368625,,
HRV,Croatia,2021-05,2021-05-01,WB_BPS_SECTOR_RET,Sector: Retail,26.51,-10.06,53.66,2.08,19.28,22.89,9.64,13.25,,71.19,60.24,28.06,26.205,16.87,,,,,,,,0.920966058414709,10.06,-0.587099836139573,,
IDN,Indonesia,2020-06,2020-06-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,21.95,-60.55,92.47,-15.09,26.33,16.1,40.97,14.49,4.96,45.4,5.24,17.89,1.3175,,,,,,,,,-0.144654841604918,60.55,0.266355907681411,,
IDN,Indonesia,2020-10,2020-10-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,28.66,-48.63,79.2,19.64,13.87,8.02,37.74,19.69,4.38,57.37,49.7,25.51,10.42,,,93.07,12.17,57.41,35.58,20.84,43.814,0.125567872172806,48.63,-0.0486982415736271,-0.144654841604918,5.24
IDN,Indonesia,2021-03,2021-03-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,,,,,2.2,1.24,,,3.6,,58.49,12.61,,,,,,,,,,-0.48953775401452,,,0.125567872172806,49.7
IDN,Indonesia,2020-06,2020-06-01,WB_BPS_SECTOR_OS,Sector: Other Services,13.09,-53.71,84.3,-13.69,14.49,11.05,24.11,14.59,16.12,77.57,6.75,43.07,1.53,,,,,,,,,1.34777248154219,53.71,-0.184699405518281,,
IDN,Indonesia,2020-10,2020-10-01,WB_BPS_SECTOR_OS,Sector: Other Services,37.22,-47.34,84.67,-4.8,6.24,5.14,21.64,13.13,14.47,73.57,47.65,44.06,9.696,,,92.91,13.52,67.64,36.6,15.86,45.306,0.947312578898202,47.34,-0.224332888175539,1.34777248154219,6.75
IDN,Indonesia,2021-03,2021-03-01,WB_BPS_SECTOR_OS,Sector: Other Services,,,,,2.26,3.32,,,8.26,,61.54,34.4,,,,,,,,,,0.505179116666874,,,0.947312578898202,47.65
IDN,Indonesia,2020-06,2020-06-01,WB_BPS_SECTOR_RET,Sector: Retail,,-50.09,87.1,,8.9,14.07,47.18,7.26,,,9.91,,3.6,,,,,,,,,,50.09,0.13341920889344,,
IDN,Indonesia,2020-10,2020-10-01,WB_BPS_SECTOR_RET,Sector: Retail,,-42.58,74.2,,0.01,4.3,17.94,3.96,,,44.05,,10.905,,,95.88,21.35,87.23,59.82,27.86,58.428,,42.58,-0.544364712614332,,9.91
IND,India,2020-06,2020-06-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,47.37,-36.3,72.97,,63.16,18.42,47.37,44.74,23.8,,,22.66,,,,,,,,,,1.04617656280425,36.3,0.759105990298071,,
IND,India,2020-06,2020-06-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,55.38,-59.8,90.62,-26.58,58.97,21.75,39.46,43.5,14.69,,,21.3,,,,,,,,,,0.457929676181912,59.8,1.07088985386953,,
IND,India,2021-07,2021-07-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,49.09,-14.27,54.55,0.78,,48.89,,,11.03,67.79,39.49,22.33,8.6875,32.44,57.61,,,,,,,0.539633130980645,14.27,0.435183915193334,0.457929676181912,
IND,India,2020-06,2020-06-01,WB_BPS_SECTOR_OS,Sector: Other Services,49.55,-48.78,81.86,-16.96,43.3,18.3,34.82,42.41,57.62,,,40.92,,,,,,,,,,3.66451390977103,48.78,0.669553096390106,,
IND,India,2021-07,2021-07-01,WB_BPS_SECTOR_OS,Sector: Other Services,51.09,-17,55.31,-1.51,,50.74,,,11.29,66.91,38.02,22.56,8.8325,34.3,63.9,,,,,,,0.541438409950591,17,0.601538826904472,3.66451390977103,
IND,India,2021-07,2021-07-01,WB_BPS_SECTOR_RET,Sector: Retail,49.22,-16.85,55.15,-0.34,,53.74,,,9.48,59.3,37.22,20.32,8.5625,37.1,74.36,,,,,,,0.3028996010137,16.85,0.776347047817767,,
KEN,Kenya,2020-07,2020-07-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,60.98,-42.71,86.05,-15.57,12.88,23.09,8.56,4.56,9.94,49.14,30.07,13.43,4.574,,,,,,,,,0.0133370996033398,42.71,0.0209886347925027,,
KEN,Kenya,2020-09,2020-09-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,38.08,-22.94,51.07,-2.42,7.56,9.33,2.04,3.14,2.02,84.22,52.63,19.63,3.825,,,83.64,45.77,63.34,40.15,41.17,54.814,0.477133690418315,22.94,-0.829710027644945,0.0133370996033398,30.07
KEN,Kenya,2021-04,2021-04-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,20.47,-20.55,68.9,16.19,10.6,9.43,18.84,16.13,7.21,82.28,69.19,25.95,13.3266666666667,21.14,,,,,,,,0.690668164777138,20.55,-0.547398780114952,0.477133690418315,52.63
KEN,Kenya,2020-07,2020-07-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,71.09,-54.95,93.1,-16.62,14.11,24.42,20.47,10.08,5.43,40.1,21.22,11.2,4.822,,,,,,,,,-0.354439294304874,54.95,0.401743007615081,,
KEN,Kenya,2020-09,2020-09-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,45.88,-35.04,77.17,-5.77,6.66,19.25,3.64,2.71,3.61,85.95,38.82,25.97,1.37666666666667,,,75.67,30.65,53.21,36.37,30.43,45.266,0.468373321691344,35.04,-0.361555581397353,-0.354439294304874,21.22
KEN,Kenya,2021-04,2021-04-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,30.02,-29.28,88.29,10.93,19.94,15.08,17.35,20.64,12.21,75.06,55.38,25.71,8.935,21.68,35.08,,,,,,,0.772864768774481,29.28,-0.160905973324931,0.468373321691344,38.82
KEN,Kenya,2020-07,2020-07-01,WB_BPS_SECTOR_OS,Sector: Other Services,73.26,-61.41,93.69,-21.61,11.74,27.93,12.7,9.11,10.84,43.2,21.34,9.75,4.826,,,,,,,,,-0.123219018431994,61.41,0.43131158751622,,
KEN,Kenya,2020-09,2020-09-01,WB_BPS_SECTOR_OS,Sector: Other Services,52.64,-41.81,75.63,-7.55,7.15,15.81,5.48,4.21,5.01,89.51,42.62,13.12,1.68,,,79.9,30.32,50.96,35.8,33.16,46.028,0.354415898295523,41.81,-0.283969790551153,-0.123219018431994,21.34
KEN,Kenya,2021-04,2021-04-01,WB_BPS_SECTOR_OS,Sector: Other Services,31.11,-31.11,87.25,11.58,15.06,17.94,19.7,18.89,10,73.87,60.01,30.45,10.6475,18.95,,,,,,,,0.770536297882817,31.11,-0.153395734180631,0.354415898295523,42.62
KEN,Kenya,2020-07,2020-07-01,WB_BPS_SECTOR_RET,Sector: Retail,69.45,-58.04,93.95,-18,14.8,22.87,12.05,6.2,9.1,40.92,20.55,7.39,3.462,,,,,,,,,-0.279357482663073,58.04,0.311500304417543,,
KEN,Kenya,2020-09,2020-09-01,WB_BPS_SECTOR_RET,Sector: Retail,53.72,-38.96,75.55,-4.06,1.62,24.8,4.2,2.29,4.91,89.9,39.9,12.33,1.404,,,67.65,21.04,50.91,35.96,29.58,41.028,0.24844388603248,38.96,-0.259944198761872,-0.279357482663073,20.55
KEN,Kenya,2021-04,2021-04-01,WB_BPS_SECTOR_RET,Sector: Retail,36.32,-29.73,87.27,8.93,9.78,13.37,17,21.24,11.96,62.63,57.2,28.47,9.3325,22.78,,,,,,,,0.631632854243779,29.73,-0.186394480943766,0.24844388603248,39.9
KGZ,Kyrgyz Republic,2020-08,2020-08-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,29.76,-14.85,46.18,,8.38,9.5,10.11,5.01,12.15,27.08,12.24,5.43,4.6,,,,,,,,,-0.414589143126627,14.85,-0.906035583690699,,
KGZ,Kyrgyz Republic,2021-06,2021-06-01,WB_BPS_SECTOR_AGR,Sector: Agriculture,18.67,-4.13,36.41,10.56,18.23,14,8.58,3.34,5.97,,11.05,,2.10333333333333,19.69,43.59,,,,,,,,4.13,-0.818383733010103,-0.414589143126627,12.24
KGZ,Kyrgyz Republic,2020-08,2020-08-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,44.6,-30.79,70.44,,21.78,23.54,31.8,16.74,6.12,55.04,10.58,14,3.15666666666667,,,,,,,,,-0.0350588383040847,30.79,0.0448538384344551,,
KGZ,Kyrgyz Republic,2021-06,2021-06-01,WB_BPS_SECTOR_MGF,Sector: Manufacturing,22.94,-13.11,50.43,14.6,24.94,28.92,15.2,6.52,4.35,,11.14,,2.69,32.95,60.37,,,,,,,,13.11,-0.20285332184906,-0.0350588383040847,10.58
KGZ,Kyrgyz Republic,2020-08,2020-08-01,WB_BPS_SECTOR_OS,Sector: Other Services,48.12,-45.42,79.57,,29.3,24.79,32.61,24.85,3.84,44,15.98,11.01,5.91333333333333,,,,,,,,,-0.361665501007897,45.42,0.40662533625572,,
KGZ,Kyrgyz Republic,2021-06,2021-06-01,WB_BPS_SECTOR_OS,Sector: Other Services,19.86,-21.51,56.77,15.55,24.59,25.09,14.78,10.62,5.96,,10.42,,3.665,34.85,,,,,,,,,21.51,-0.339700768236756,-0.361665501007897,15.98
